   0.00853000  0.99143E+00  0.52955E-01  0.00000E+00  0.00000E+00  0.99143E+00  0.52969E-01
   0.01300000  0.85927E+00  0.35410E-01  0.86173E+00  0.23568E-01  0.86107E+00  0.19656E-01
   0.02000000  0.74346E+00  0.31206E-01  0.75267E+00  0.23730E-01  0.74928E+00  0.18894E-01
   0.03200000  0.60675E+00  0.24899E-01  0.61752E+00  0.22577E-01  0.61281E+00  0.16834E-01
   0.05000000  0.51752E+00  0.21589E-01  0.53394E+00  0.17957E-01  0.52713E+00  0.13828E-01
   0.08000000  0.44307E+00  0.19440E-01  0.43842E+00  0.15956E-01  0.44029E+00  0.12453E-01
   0.13000000  0.37447E+00  0.17907E-01  0.35286E+00  0.13733E-01  0.36072E+00  0.10981E-01
   0.18000001  0.30114E+00  0.19817E-01  0.00000E+00  0.00000E+00  0.30114E+00  0.19519E-01
   0.25000000  0.25847E+00  0.20938E-01  0.24869E+00  0.11103E-01  0.25099E+00  0.97453E-02
   0.40000001  0.15511E+00  0.20527E-01  0.00000E+00  0.00000E+00  0.15511E+00  0.19881E-01
