   0.00394000  0.11896E+01  0.46740E-01  0.00000E+00  0.00000E+00  0.11896E+01  0.46757E-01
   0.00500000  0.11379E+01  0.42775E-01  0.00000E+00  0.00000E+00  0.11379E+01  0.42744E-01
   0.00800000  0.98332E+00  0.28588E-01  0.97735E+00  0.25213E-01  0.97969E+00  0.19065E-01
   0.01300000  0.83671E+00  0.23543E-01  0.80778E+00  0.18427E-01  0.81800E+00  0.14445E-01
   0.02000000  0.70803E+00  0.21022E-01  0.69308E+00  0.17530E-01  0.69917E+00  0.13508E-01
   0.03200000  0.60583E+00  0.20157E-01  0.60865E+00  0.15214E-01  0.60761E+00  0.12212E-01
   0.05000000  0.49037E+00  0.18474E-01  0.50147E+00  0.12176E-01  0.49815E+00  0.10202E-01
   0.08000000  0.43861E+00  0.16903E-01  0.42771E+00  0.91619E-02  0.43016E+00  0.81801E-02
   0.13000000  0.35591E+00  0.15860E-01  0.00000E+00  0.00000E+00  0.35591E+00  0.15731E-01
   0.25000000  0.26805E+00  0.22248E-01  0.00000E+00  0.00000E+00  0.26805E+00  0.21356E-01
   0.40000001  0.15692E+00  0.14806E-01  0.00000E+00  0.00000E+00  0.15692E+00  0.14453E-01
   0.18000001  0.00000E+00  0.00000E+00  0.31448E+00  0.93636E-02  0.31448E+00  0.90954E-02
