   0.00328000  0.12550E+01  0.48434E-01  0.00000E+00  0.00000E+00  0.12550E+01  0.48556E-01
   0.00500000  0.11145E+01  0.31008E-01  0.00000E+00  0.00000E+00  0.11145E+01  0.30695E-01
   0.00800000  0.93864E+00  0.26557E-01  0.96500E+00  0.18941E-01  0.95641E+00  0.15478E-01
   0.01300000  0.83388E+00  0.23438E-01  0.83203E+00  0.15411E-01  0.83256E+00  0.12972E-01
   0.02000000  0.70960E+00  0.20842E-01  0.71340E+00  0.15967E-01  0.71202E+00  0.12697E-01
   0.03200000  0.57821E+00  0.19994E-01  0.58982E+00  0.14031E-01  0.58617E+00  0.11553E-01
   0.05000000  0.51338E+00  0.17324E-01  0.52185E+00  0.11794E-01  0.51924E+00  0.97947E-02
   0.08000000  0.41969E+00  0.14692E-01  0.42515E+00  0.12644E-01  0.42374E+00  0.98607E-02
   0.13000000  0.34537E+00  0.14585E-01  0.00000E+00  0.00000E+00  0.34537E+00  0.14389E-01
   0.25000000  0.28008E+00  0.20052E-01  0.00000E+00  0.00000E+00  0.28008E+00  0.19487E-01
   0.40000001  0.14377E+00  0.12916E-01  0.00000E+00  0.00000E+00  0.14377E+00  0.12564E-01
   0.18000001  0.00000E+00  0.00000E+00  0.30975E+00  0.10619E-01  0.30975E+00  0.11022E-01
