   0.00525000  0.11659E+01  0.48970E-01  0.00000E+00  0.00000E+00  0.11659E+01  0.49014E-01
   0.00800000  0.10244E+01  0.35597E-01  0.10354E+01  0.30170E-01  0.10317E+01  0.23238E-01
   0.01300000  0.88628E+00  0.26959E-01  0.83156E+00  0.23557E-01  0.85529E+00  0.17728E-01
   0.02000000  0.72340E+00  0.23950E-01  0.69202E+00  0.22326E-01  0.70613E+00  0.16370E-01
   0.03200000  0.60661E+00  0.19321E-01  0.61470E+00  0.19019E-01  0.61090E+00  0.13613E-01
   0.05000000  0.51224E+00  0.18840E-01  0.50790E+00  0.13906E-01  0.50943E+00  0.11258E-01
   0.08000000  0.44198E+00  0.16046E-01  0.45043E+00  0.11763E-01  0.44736E+00  0.96166E-02
   0.13000000  0.35607E+00  0.13735E-01  0.36429E+00  0.11131E-01  0.36128E+00  0.86756E-02
   0.25000000  0.25003E+00  0.16421E-01  0.25711E+00  0.97700E-02  0.25497E+00  0.85506E-02
   0.40000001  0.15524E+00  0.12973E-01  0.00000E+00  0.00000E+00  0.15524E+00  0.12568E-01
