 0.500000E+04 0.180000E+00  0.26380E+00  0.27762E-01  0.26528E+00  0.21258E-01  0.26474E+00  0.16883E-01
 0.500000E+04 0.250000E+00  0.29999E+00  0.33990E-01  0.21877E+00  0.20626E-01  0.24056E+00  0.17629E-01
 0.500000E+04 0.400000E+00  0.12894E+00  0.16974E-01  0.11411E+00  0.14633E-01  0.12041E+00  0.11084E-01
 0.500000E+04 0.650000E+00  0.76973E-02  0.35891E-02  0.00000E+00  0.00000E+00  0.76973E-02  0.35733E-02
 0.800000E+04 0.130000E+00  0.34128E+00  0.40470E-01  0.30907E+00  0.29983E-01  0.32040E+00  0.24081E-01
 0.800000E+04 0.180000E+00  0.36051E+00  0.40431E-01  0.27200E+00  0.30188E-01  0.30371E+00  0.24204E-01
 0.800000E+04 0.250000E+00  0.22089E+00  0.31672E-01  0.20000E+00  0.24689E-01  0.20789E+00  0.19486E-01
 0.800000E+04 0.400000E+00  0.97462E-01  0.20086E-01  0.96982E-01  0.17054E-01  0.97184E-01  0.13000E-01
 0.800000E+04 0.650000E+00  0.22530E-01  0.70627E-02  0.12368E-01  0.50742E-02  0.15879E-01  0.41218E-02
 0.120000E+05 0.180000E+00  0.23667E+00  0.52538E-01  0.31793E+00  0.38974E-01  0.28921E+00  0.31311E-01
 0.120000E+05 0.250000E+00  0.11489E+00  0.33443E-01  0.19468E+00  0.34978E-01  0.15304E+00  0.24177E-01
 0.120000E+05 0.400000E+00  0.41755E-01  0.20050E-01  0.86900E-01  0.19734E-01  0.64770E-01  0.14061E-01
 0.120000E+05 0.650000E+00  0.17310E-01  0.86744E-02  0.00000E+00  0.00000E+00  0.17310E-01  0.86778E-02
 0.200000E+05 0.250000E+00  0.10611E+00  0.39009E-01  0.92088E-01  0.26025E-01  0.96336E-01  0.21626E-01
 0.200000E+05 0.400000E+00  0.37235E-01  0.21851E-01  0.62351E-01  0.27584E-01  0.46963E-01  0.17131E-01
 0.200000E+05 0.650000E+00  0.10476E-01  0.85896E-02  0.00000E+00  0.00000E+00  0.10476E-01  0.85921E-02
 0.300000E+05 0.400000E+00  0.16560E+00  0.56232E-01  0.49333E-01  0.41435E-01  0.85839E-01  0.33458E-01
