   151
       1     615    100.0000000000      0.0013100000      1.4432204962
       2     615    100.0000000000      0.0020000001      1.3845788240
       3     615    120.0000000000      0.0015800000      1.4068493843
       4     615    120.0000000000      0.0020000001      1.3355759382
       5     615    120.0000000000      0.0031999999      1.2260608673
       6     615    150.0000000000      0.0019700001      1.3957183361
       7     615    150.0000000000      0.0031999999      1.2192071676
       8     615    150.0000000000      0.0049999999      1.0607250929
       9     615    150.0000000000      0.0080000004      0.9535505772
      10     615    200.0000000000      0.0026300000      1.2899620533
      11     615    200.0000000000      0.0031999999      1.2384043932
      12     615    200.0000000000      0.0049999999      1.0994832516
      13     615    200.0000000000      0.0080000004      0.9481911063
      14     615    200.0000000000      0.0130000003      0.8082236052
      15     615    200.0000000000      0.0199999996      0.7001764774
      16     615    200.0000000000      0.0320000015      0.5893000364
      17     615    200.0000000000      0.0500000007      0.5204945207
      18     615    200.0000000000      0.0799999982      0.4339258969
      19     615    200.0000000000      0.1299999952      0.3534706235
      20     615    200.0000000000      0.2500000000      0.2688747048
      21     615    200.0000000000      0.4000000060      0.1366093755
      22     615    250.0000000000      0.0032800001      1.2549886703
      23     615    250.0000000000      0.0049999999      1.1144651175
      24     615    250.0000000000      0.0080000004      0.9564078450
      25     615    250.0000000000      0.0130000003      0.8325561285
      26     615    250.0000000000      0.0199999996      0.7120191455
      27     615    250.0000000000      0.0320000015      0.5861657858
      28     615    250.0000000000      0.0500000007      0.5192421079
      29     615    250.0000000000      0.0799999982      0.4237352610
      30     615    250.0000000000      0.1299999952      0.3453676701
      31     615    250.0000000000      0.2500000000      0.2800840139
      32     615    250.0000000000      0.4000000060      0.1437695622
      33     615    300.0000000000      0.0039400002      1.1895699501
      34     615    300.0000000000      0.0049999999      1.1379314661
      35     615    300.0000000000      0.0080000004      0.9796907902
      36     615    300.0000000000      0.0130000003      0.8179969788
      37     615    300.0000000000      0.0199999996      0.6991673708
      38     615    300.0000000000      0.0320000015      0.6076135039
      39     615    300.0000000000      0.0500000007      0.4981450737
      40     615    300.0000000000      0.0799999982      0.4301629961
      41     615    300.0000000000      0.1299999952      0.3559113145
      42     615    300.0000000000      0.2500000000      0.2680484951
      43     615    300.0000000000      0.4000000060      0.1569213718
      44     615    400.0000000000      0.0052499999      1.1658823490
      45     615    400.0000000000      0.0080000004      1.0316736698
      46     615    400.0000000000      0.0130000003      0.8552874923
      47     615    400.0000000000      0.0199999996      0.7061318159
      48     615    400.0000000000      0.0320000015      0.6109009385
      49     615    400.0000000000      0.0500000007      0.5094257593
      50     615    400.0000000000      0.0799999982      0.4473598897
      51     615    400.0000000000      0.1299999952      0.3612771630
      52     615    400.0000000000      0.2500000000      0.2549717128
      53     615    400.0000000000      0.4000000060      0.1552359611
      54     615    500.0000000000      0.0065600001      1.0238156319
      55     615    500.0000000000      0.0080000004      1.0331127644
      56     615    500.0000000000      0.0130000003      0.8930900693
      57     615    500.0000000000      0.0199999996      0.7216677070
      58     615    500.0000000000      0.0320000015      0.6163079739
      59     615    500.0000000000      0.0500000007      0.5310751200
      60     615    500.0000000000      0.0799999982      0.4372692108
      61     615    500.0000000000      0.1299999952      0.3396705985
      62     615    500.0000000000      0.1800000072      0.2933889925
      63     615    500.0000000000      0.2500000000      0.2723326683
      64     615    500.0000000000      0.4000000060      0.1712139696
      65     615    650.0000000000      0.0085300002      0.9914327860
      66     615    650.0000000000      0.0130000003      0.8610718250
      67     615    650.0000000000      0.0199999996      0.7492754459
      68     615    650.0000000000      0.0320000015      0.6128132343
      69     615    650.0000000000      0.0500000007      0.5271340013
      70     615    650.0000000000      0.0799999982      0.4402916133
      71     615    650.0000000000      0.1299999952      0.3607215881
      72     615    650.0000000000      0.1800000072      0.3011421859
      73     615    650.0000000000      0.2500000000      0.2509905696
      74     615    650.0000000000      0.4000000060      0.1551065445
      75     615    800.0000000000      0.0104999999      0.9518362880
      76     615    800.0000000000      0.0130000003      0.8499671817
      77     615    800.0000000000      0.0199999996      0.7575606108
      78     615    800.0000000000      0.0320000015      0.6248822808
      79     615    800.0000000000      0.0500000007      0.5290049911
      80     615    800.0000000000      0.0799999982      0.4511822462
      81     615    800.0000000000      0.1299999952      0.3613040149
      82     615    800.0000000000      0.1800000072      0.3220457733
      83     615    800.0000000000      0.2500000000      0.2611883879
      84     615    800.0000000000      0.4000000060      0.1316465139
      85     615    800.0000000000      0.6499999762      0.0194187667
      86     615   1000.0000000000      0.0130000003      0.8869186640
      87     615   1000.0000000000      0.0199999996      0.7416299582
      88     615   1000.0000000000      0.0320000015      0.6523634195
      89     615   1000.0000000000      0.0500000007      0.5572841167
      90     615   1000.0000000000      0.0799999982      0.4588690102
      91     615   1000.0000000000      0.1299999952      0.4070733786
      92     615   1000.0000000000      0.1800000072      0.3197354674
      93     615   1000.0000000000      0.2500000000      0.2631633580
      94     615   1000.0000000000      0.4000000060      0.1313385516
      95     615   1000.0000000000      0.6499999762      0.0235834587
      96     615   1200.0000000000      0.0199999996      0.7882460952
      97     615   1200.0000000000      0.0320000015      0.6451213360
      98     615   1200.0000000000      0.0500000007      0.5185304880
      99     615   1200.0000000000      0.0799999982      0.4602641761
     100     615   1200.0000000000      0.1299999952      0.3703603446
     101     615   1200.0000000000      0.1800000072      0.3240097463
     102     615   1200.0000000000      0.2500000000      0.2467258126
     103     615   1200.0000000000      0.4000000060      0.1279463917
     104     615   1200.0000000000      0.6499999762      0.0250460282
     105     615   1500.0000000000      0.0199999996      0.6854410172
     106     615   1500.0000000000      0.0320000015      0.6226095557
     107     615   1500.0000000000      0.0500000007      0.5835592151
     108     615   1500.0000000000      0.0799999982      0.4280806482
     109     615   1500.0000000000      0.1299999952      0.3472890258
     110     615   1500.0000000000      0.1800000072      0.3114289939
     111     615   1500.0000000000      0.2500000000      0.2463642955
     112     615   1500.0000000000      0.4000000060      0.1208323836
     113     615   1500.0000000000      0.6499999762      0.0173263308
     114     615   2000.0000000000      0.0320000015      0.6303088069
     115     615   2000.0000000000      0.0500000007      0.5069535375
     116     615   2000.0000000000      0.0799999982      0.4324741066
     117     615   2000.0000000000      0.1299999952      0.3887765110
     118     615   2000.0000000000      0.1800000072      0.3278672099
     119     615   2000.0000000000      0.2500000000      0.2400318831
     120     615   2000.0000000000      0.4000000060      0.1158350930
     121     615   2000.0000000000      0.6499999762      0.0308372024
     122     615   3000.0000000000      0.0500000007      0.5453660488
     123     615   3000.0000000000      0.0799999982      0.4176466465
     124     615   3000.0000000000      0.1299999952      0.3490221202
     125     615   3000.0000000000      0.1800000072      0.3121433258
     126     615   3000.0000000000      0.2500000000      0.2105104923
     127     615   3000.0000000000      0.4000000060      0.1194852144
     128     615   3000.0000000000      0.6499999762      0.0177965797
     129     615   5000.0000000000      0.0799999982      0.4182296097
     130     615   5000.0000000000      0.1299999952      0.3524707258
     131     615   5000.0000000000      0.1800000072      0.2647425830
     132     615   5000.0000000000      0.2500000000      0.2405626178
     133     615   5000.0000000000      0.4000000060      0.1204053387
     134     615   5000.0000000000      0.6499999762      0.0076972730
     135     615   8000.0000000000      0.1299999952      0.3203953803
     136     615   8000.0000000000      0.1800000072      0.3037142754
     137     615   8000.0000000000      0.2500000000      0.2078885436
     138     615   8000.0000000000      0.4000000060      0.0971836969
     139     615   8000.0000000000      0.6499999762      0.0158794131
     140     615  12000.0000000000      0.1800000072      0.2892087102
     141     615  12000.0000000000      0.2500000000      0.1530370116
     142     615  12000.0000000000      0.4000000060      0.0647704899
     143     615  12000.0000000000      0.6499999762      0.0173099469
     144     615  20000.0000000000      0.2500000000      0.0963359773
     145     615  20000.0000000000      0.4000000060      0.0469627939
     146     615  20000.0000000000      0.6499999762      0.0104764095
     147     615  30000.0000000000      0.4000000060      0.0858393535
     148     615    200.0000000000      0.1800000072      0.3055430055
     149     615    250.0000000000      0.1800000072      0.3097485304
     150     615    300.0000000000      0.1800000072      0.3144828081
     151     615   1200.0000000000      0.0130000003      0.8753858805
    1  0.3012006873E+03  0.5560005676E+01 -0.2036726811E+02  0.1313745003E+01  0.1613720350E+02 -0.2150263292E+02  0.4627395869E+01  0.8562026818E+01  0.8704155468E+01 -0.1341126438E+02 -0.2815518218E+01  0.6742438507E+01  0.6735986869E+01  0.8647280152E+01  0.9209403027E+01  0.1297185436E+02  0.1262866958E+02  0.1224617654E+02  0.2083208440E+02  0.1164038425E+02  0.4418456509E+02 -0.1238265429E+02  0.2197116332E+01  0.3273357520E+01  0.1925055358E+00  0.5175554314E+01  0.2203596532E+01  0.1358530969E+01  0.3616744035E+01  0.3563242003E+01  0.2301131937E+01  0.1670577101E+02 -0.1220424627E+02  0.5211074595E+01 -0.7852306251E+01  0.4707810525E+00  0.2593190264E+01 -0.5875177341E+01  0.2343586032E+01  0.5688483438E+00 -0.3471219163E+01 -0.1172413985E+01  0.4929903158E+01 -0.8027823843E+01  0.4902766548E+01 -0.1759865357E+01 -0.9736773690E+01  0.8034751352E+00 -0.8986350642E+01 -0.4093807512E+01 -0.4932205986E+01 -0.2826799771E+01  0.1469608967E+01 -0.1904511149E+01  0.1297810955E+01  0.3531490849E+01  0.1100844610E+02 -0.3175624274E+01 -0.1129242350E+02 -0.1540551917E+02 -0.1854014301E+02 -0.1661946084E+02 -0.8234848704E+01 -0.1338010519E+02  0.1274849423E+01  0.2774007712E+01 -0.1888799242E+01  0.2276511625E+01 -0.7556285612E+00  0.1548459331E+01  0.2899543318E+01 -0.2858763112E+01 -0.1956066726E+01  0.2875369213E+01 -0.2934284077E+00  0.3670067465E+01  0.2703878084E+01  0.2389391562E+01 -0.5983837926E+01 -0.1152917911E+00  0.4942613965E+01 -0.5316532485E+01 -0.1716558062E+01 -0.8878132679E+00 -0.9942469070E+01  0.7865827312E+00  0.2930751216E+01  0.3687101965E+01  0.2423530638E+01 -0.3480170643E+01 -0.3915402104E+01  0.8918629577E-01 -0.1000618255E+02 -0.7028122468E+01 -0.1304734477E+02  0.2627228779E+01 -0.1250144526E+01  0.6069094871E+01  0.4369240474E+01 -0.1063014831E+01  0.1156403104E+01 -0.5389954861E+00 -0.2895529526E+01 -0.5259202913E+01  0.1607369288E+01  0.1809625444E+01 -0.3248654011E+01  0.1936493675E+01  0.8100478684E+00  0.3041229320E+01 -0.1620303460E+01 -0.1115200525E+02 -0.4501331408E+01  0.7194398093E+00  0.4087409005E-01  0.4638367167E+01  0.2735815620E-03 -0.1610564338E+01 -0.3143268055E+01 -0.6232818690E+01 -0.5095419091E+01  0.2622096985E+01 -0.3789291336E+00 -0.2719853917E+00 -0.4352014169E+01 -0.6597858149E+01 -0.8606062529E+01 -0.2655718926E+02  0.1916426950E+01 -0.1524648582E+00  0.1011533786E+01 -0.1901888597E+01 -0.2842363975E+01 -0.3624337647E+02 -0.9553748392E+00  0.1046246996E+01 -0.3045505782E+01 -0.2863054277E+01 -0.2373794252E+02  0.1976580679E+01 -0.1219448595E+01 -0.2325479464E+01 -0.1749753922E+02  0.4892801794E+00 -0.1436321798E+01 -0.9783884523E+01  0.4821172203E+00 -0.2422126533E-14  0.3139810651E-14 -0.1252067919E-15 -0.4971185097E-15
